original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1720591,1720591,BOARD-REV OF TAXES,Keystone Appraisal Company,General Consultant Services,Appraisal Consultant,12/5/2016,6/30/2017,90,"60,000.00",0.00,Keystone Appraisal Company,01,ADVERTISED,For Profit
MPXX17000232,MPXX17000232,CITY CONTROLLERS OFFICE,BDO USA LLP,Miscellaneous Order,Eval Revenue Gen Control,10/12/2016,6/30/2017,90,"18,750.00","6,525.00",BDO USA LLP,102,EXEMPT,For Profit
MPXX17000233,MPXX17000233,CITY CONTROLLERS OFFICE,BDO USA LLP,Miscellaneous Order,OIT Gen Control Rev,10/12/2016,6/30/2017,90,"27,750.00","18,600.00",BDO USA LLP,102,EXEMPT,For Profit
1520399,152039901,CITY CONTROLLERS OFFICE,CCH Inc,Computer and Information Svcs,Additional User,3/31/2016,3/30/2017,0,"75,572.05","72,419.58",CCH Inc,01,ADVERTISED,For Profit
MPXX17000133,MPXX17000133,CITY CONTROLLERS OFFICE,Carole Buncher & Associates,Miscellaneous Order,Two day Audit Training,8/8/2016,6/30/2017,90,"7,500.00","7,500.00",Carole Buncher & Associates,102,EXEMPT,For Profit
MPXX17000296,MPXX17000296,CITY CONTROLLERS OFFICE,CliftonLarsonAllen LLP,Miscellaneous Order,Tech Consulting Srvs,12/15/2016,6/30/2017,90,"22,050.00","8,100.00",CliftonLarsonAllen LLP,102,EXEMPT,For Profit
MPXX17000161,MPXX17000161,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Audit Control Reviews,8/25/2016,6/30/2017,90,"31,875.00","14,475.00",James J. McNichol,102,EXEMPT,For Profit
1720457,1720457,CITY CONTROLLERS OFFICE,LHV Financial Advisors,General Consultant Services,Financial Advisor,10/30/2016,10/29/2017,211,"50,000.00","20,500.00",LHV Financial Advisors,01,ADVERTISED,For Profit
1620468,1620468,CITY CONTROLLERS OFFICE,"Mitchell & Titus, LLP",Accounting and Auditing Svcs,Peer Review Audit,6/6/2016,6/5/2017,65,"50,000.00","50,000.00","Mitchell & Titus, LLP",01,ADVERTISED,For Profit
1720569,1720569,CITY CONTROLLERS OFFICE,O'Donnell Associates,General Consultant Services,Consultant Services,10/30/2016,10/29/2017,211,"40,000.00","26,715.00",O'Donnell Associates,01,ADVERTISED,For Profit
MPXX17000231,MPXX17000231,CITY CONTROLLERS OFFICE,WithumSmith+Brown,Miscellaneous Order,Eval SD Advan system,10/12/2016,6/30/2017,90,"30,500.00","30,500.00",WithumSmith+Brown,102,EXEMPT,For Profit
MPXX17000179,MPXX17000179,CITY COUNCIL,Aaron Finestone,Miscellaneous Order,addressing zoning matters,8/23/2016,6/30/2017,90,"25,000.00","15,566.90",Aaron Finestone,102,EXEMPT,For Profit
MPXX17000258,MPXX17000258,CITY COUNCIL,"Chamberlain, Hrdllicka,  White, Williams & Aughtry",Miscellaneous Order,Analysis of HB1871,10/17/2016,6/30/2017,90,"32,000.00","27,676.00","Chamberlain, Hrdllicka,  White, Williams & Aughtry",102,EXEMPT,For Profit
MPXX17000102,MPXX17000102,CITY COUNCIL,Eric Auerbach,Miscellaneous Order,legislative drafting,7/1/2016,6/30/2017,90,"32,000.00","5,680.00",Eric Auerbach,102,EXEMPT,For Profit
1320781,132078103,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,Legislative software,6/30/2016,6/29/2017,89,"40,000.00","26,821.32","Granicus, Inc.",01,ADVERTISED,For Profit
MPXX17000199,MPXX17000199,CITY COUNCIL,Keel Communications & Government Relations LLC,Miscellaneous Order,communication services,7/1/2016,6/30/2017,90,"30,000.00","20,000.00",Keel Communications & Government Relations LLC,102,EXEMPT,For Profit
1320689,132068904,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,desktop support,4/1/2016,3/31/2017,0,"175,000.00","122,300.00",Kimmel Group Inc.,01,ADVERTISED,For Profit
