original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520399,1520399,CITY CONTROLLERS OFFICE,CCH Inc,Computer and Information Svcs,Paperless Workflow System,3/31/2015,3/30/2016,182,"223,795.00","223,795.00",CCH Inc,01,ADVERTISED,For Profit
MPXX16000191,MPXX16000191,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Quality Control Audit Rvw,9/1/2015,6/30/2016,274,"31,875.00",0.00,James J. McNichol,102,EXEMPT,For Profit
MPXX16000145,MPXX16000145,CITY COUNCIL,Aaron Finestone,Miscellaneous Order,legal representation,7/1/2015,6/30/2016,274,"12,500.00","1,598.00",Aaron Finestone,102,EXEMPT,For Profit
1320528,132052805,CITY COUNCIL,"EConsult Solutions, Inc",General Consultant Services,AVI consulting svs,1/1/2015,12/31/2015,92,"20,000.00","8,490.88",ECONSULT CORPORATION,01,ADVERTISED,For Profit
1320781,132078102,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,legislative tracking,6/30/2015,6/29/2016,273,"40,000.00","26,821.32","Granicus, Inc.",01,ADVERTISED,For Profit
1320689,132068902,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,desktop and email support,4/1/2015,3/31/2016,183,"175,000.00","33,637.50",Kimmel Group Inc.,01,ADVERTISED,For Profit
MPXX16000129,MPXX16000129,CITY COUNCIL,Triad Strategies LLC,Miscellaneous Order,state lobbying services,7/1/2015,6/30/2016,274,"15,000.00","7,500.00",Triad Strategies LLC,102,EXEMPT,For Profit
MPXX16000118,MPXX16000118,CITY COUNCIL,Vincent W. Furlong,Miscellaneous Order,legal representation,7/1/2015,6/30/2016,274,"12,500.00",0.00,Vincent W. Furlong,102,EXEMPT,For Profit
1220535,122053503,CITY COUNCIL,"WURD Radio, LLC fka LEVAS Communications, LLC",General Consultant Services,broadcast of council mtgs,1/1/2015,12/31/2015,92,"60,000.00","60,000.00","WURD Radio, LLC fka LEVAS Communications, LLC",01,ADVERTISED,For Profit
1420431,142043101,CITY PLANNING,"Stromberg Garrigan & Associates, Inc.",General Consultant Services,Renewal,3/3/2015,9/30/2015,0,0.00,"70,897.05","Stromberg Garrigan & Associates, Inc.",01,ADVERTISED,For Profit
1320648,132064802,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel -PGW & Water,1/1/2015,12/31/2015,92,0.00,0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1520338,1520338,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Airport,8/1/2014,7/31/2015,0,"20,000.00",0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1520338,152033801,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Airport,8/1/2015,7/31/2016,305,"20,000.00",0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1320338,132033802,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,Financial Advisor,8/1/2014,7/31/2015,0,0.00,0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1320338,132033803,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,Financial Advisor GO-OTB,8/1/2015,7/31/2016,305,0.00,0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1320649,132064902,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond Counsel - Water,1/1/2015,12/31/2015,92,0.00,0.00,Law Offices of Denise Joy Smyler,01,ADVERTISED,For Profit
1520434,1520434,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond & Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1520439,1520439,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,GF Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",01,ADVERTISED,For Profit
1320647,132064702,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel-PGW & Water,1/1/2015,12/31/2015,92,"30,000.00",0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1520435,1520435,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond & Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1420440,142044001,CITY TREASURER,Citibank N.A.,General Consultant Services,Commercial Banking SVSS,6/1/2015,5/31/2016,244,0.00,0.00,Citibank N.A.,01,ADVERTISED,For Profit
1520438,1520438,CITY TREASURER,Cozen O'Connor,Legal Services,Bond & Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,Cozen O'Connor,01,ADVERTISED,For Profit
1520492,1520492,CITY TREASURER,Digital Assurance Certification,General Consultant Services,Dissemination Agent,1/1/2015,12/31/2015,92,"8,000.00",0.00,Digital Assurance Certification,01,ADVERTISED,For Profit
1220136,122013604,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services - TRAN,7/1/2015,9/30/2015,0,0.00,0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1520341,1520341,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Bond Counsel - Airport,8/1/2014,7/31/2015,0,"15,000.00",0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1520453,1520453,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Authorized Depositories,12/15/2014,12/14/2015,75,"45,100.00","45,000.00","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1320646,132064602,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond Counsel - PGW,1/1/2015,12/31/2015,92,0.00,0.00,Blank Rome LLP,01,ADVERTISED,For Profit
1520437,1520437,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond & Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1520249,1520249,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Financial Advisor Airport,8/1/2014,7/31/2015,0,"50,000.00",0.00,"Frasca & Associates, LLC",01,ADVERTISED,For Profit
1220137,122013704,CITY TREASURER,Gonzalez Saggio & Harlan LLP,Legal Services,Legal Services - TRAN,7/1/2015,9/30/2015,0,0.00,0.00,Gonzalez Saggio & Harlan LLP,01,ADVERTISED,For Profit
1320645,132064502,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Water DC & BC,1/1/2015,12/31/2015,92,"100,000.00","54,950.00","Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1520450,1520450,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,GF Disclosure Counsel,12/15/2014,12/14/2015,75,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1520347,1520347,CITY TREASURER,Katten Muchin Rosenman LLP,Legal Services,Bond Counsel - Airport,8/1/2014,7/31/2015,0,"100,000.00",0.00,Katten Muchin Rosenman LLP,01,ADVERTISED,For Profit
1520343,1520343,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,8/1/2014,7/31/2015,0,"75,000.00","7,873.65",Kutak Rock LLP,01,ADVERTISED,For Profit
1320654,132065402,CITY TREASURER,Nixon Peabody LLP,Legal Services,Bond Counsel - PGW,1/1/2015,12/31/2015,92,0.00,0.00,Nixon Peabody LLP,01,ADVERTISED,For Profit
