original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
2020313,2020313,BOARD OF ETHICS,"LRW Solutions Group, Inc.",General Consultant Services,Campaign Finance Support,9/18/2019,9/17/2020,78,"34,000.00","16,000.00","LRW Solutions Group, Inc.",07,EXEMPT,For Profit
MPXX20000028,MPXX20000028,CITY CONTROLLERS OFFICE,CliftonLarsonAllen LLP,Miscellaneous Order,Technical Consultant,7/1/2019,6/30/2020,0,"29,750.00","15,767.50",CliftonLarsonAllen LLP,102,EXEMPT,For Profit
MPXX20000085,MPXX20000085,CITY CONTROLLERS OFFICE,"Desman, Inc..",Miscellaneous Order,Parking Consultant Srvcs.,7/17/2019,6/30/2020,0,"34,000.00",400.00,"Desman, Inc..",102,EXEMPT,For Profit
MPXX20000321,MPXX20000321,CITY CONTROLLERS OFFICE,Hack4Impact,Miscellaneous Order,Web App Developer,5/14/2020,6/30/2020,0,"1,000.00","1,000.00",Hack4Impact,102,EXEMPT,Non Profit
MPXX20000029,MPXX20000029,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Quality Control Reviews,7/1/2019,6/30/2020,0,"34,000.00","23,250.00",James J. McNichol,102,EXEMPT,For Profit
1920397,192039701,CITY CONTROLLERS OFFICE,"Mitchell & Titus, LLP",Accounting and Auditing Svcs,Peer Review Audit,11/15/2019,5/14/2020,0,0.00,0.00,"Mitchell & Titus, LLP",01,ADVERTISED,For Profit
1920662,192066201,CITY CONTROLLERS OFFICE,UNITARY,Accounting and Auditing Svcs,Request for Auditing Serv,6/10/2019,6/9/2020,0,"500,000.00","511,409.50",UNITARY,01,ADVERTISED,unknown
1920662,192066202,CITY CONTROLLERS OFFICE,UNITARY,Accounting and Auditing Svcs,Unitary Auditing Services,6/10/2020,6/9/2021,343,"415,000.00","137,993.50",UNITARY,01,ADVERTISED,unknown
MPXX20000034,MPXX20000034,CITY CONTROLLERS OFFICE,YIKES INC,Miscellaneous Order,Monitoring & Website Host,7/1/2019,6/30/2020,0,850.00,850.00,YIKES INC,102,EXEMPT,For Profit
MPXX20000153,MPXX20000153,CITY COUNCIL,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,media relations,8/29/2019,6/30/2020,0,"30,000.00","27,500.00","Ceisler Media & Issue Advocacy, LLC",102,EXEMPT,For Profit
MPXX20000108,MPXX20000108,CITY COUNCIL,"Deaf Hearing Communication Centre, Inc",Miscellaneous Order,interpretation services,7/1/2019,6/30/2020,0,"34,000.00","17,503.27","Deaf Hearing Communication Centre, Inc",102,EXEMPT,Non Profit
MPXX20000114,MPXX20000114,CITY COUNCIL,"EConsult Solutions, Inc",Miscellaneous Order,policy research,8/1/2019,6/30/2020,0,"34,000.00","29,000.00","EConsult Solutions, Inc",102,EXEMPT,For Profit
