original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520399,152039904,CITY CONTROLLERS OFFICE,CCH Inc,Computer and Information Svcs,paperless audit engagemen,3/31/2019,9/29/2019,0,"18,900.38","24,485.31",CCH Inc,01,ADVERTISED,For Profit
MPXX20000028,MPXX20000028,CITY CONTROLLERS OFFICE,CliftonLarsonAllen LLP,Miscellaneous Order,Technical Consultant,7/1/2019,6/30/2020,273,"29,750.00",0.00,CliftonLarsonAllen LLP,102,EXEMPT,For Profit
MPXX20000085,MPXX20000085,CITY CONTROLLERS OFFICE,"Desman, Inc..",Miscellaneous Order,Parking Consultant Srvcs.,7/17/2019,6/30/2020,273,"34,000.00",400.00,"Desman, Inc..",102,EXEMPT,For Profit
MPXX20000029,MPXX20000029,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Quality Control Reviews,7/1/2019,6/30/2020,273,"34,000.00",0.00,James J. McNichol,102,EXEMPT,For Profit
1920397,1920397,CITY CONTROLLERS OFFICE,"Mitchell & Titus, LLP",Accounting and Auditing Svcs,Peer Review Audit,11/15/2018,11/14/2019,44,"50,000.00",0.00,"Mitchell & Titus, LLP",01,ADVERTISED,For Profit
1920662,1920662,CITY CONTROLLERS OFFICE,UNITARY,Accounting and Auditing Svcs,Request for auditing serv,6/10/2019,6/9/2020,252,"200,000.00",0.00,UNITARY,01,ADVERTISED,unknown
MPXX20000034,MPXX20000034,CITY CONTROLLERS OFFICE,YIKES INC,Miscellaneous Order,Monitoring & Website Host,7/1/2019,6/30/2020,273,850.00,0.00,YIKES INC,102,EXEMPT,For Profit
MPXX20000153,MPXX20000153,CITY COUNCIL,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,media relations,8/29/2019,6/30/2020,273,"30,000.00",0.00,"Ceisler Media & Issue Advocacy, LLC",102,EXEMPT,For Profit
MPXX20000108,MPXX20000108,CITY COUNCIL,"Deaf Hearing Communication Centre, Inc",Miscellaneous Order,interpretation services,7/1/2019,6/30/2020,273,"34,000.00",353.64,"Deaf Hearing Communication Centre, Inc",102,EXEMPT,Non Profit
MPXX20000114,MPXX20000114,CITY COUNCIL,"EConsult Solutions, Inc",Miscellaneous Order,policy research,8/1/2019,6/30/2020,273,"34,000.00",0.00,"EConsult Solutions, Inc",102,EXEMPT,For Profit
MPXX20000113,MPXX20000113,CITY COUNCIL,Economy League of Greater Philadelphia,Miscellaneous Order,policy research,8/1/2019,6/30/2020,273,"34,000.00",0.00,Economy League of Greater Philadelphia,102,EXEMPT,Non Profit
1820407,182040701,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,legislative tracking,5/1/2019,4/30/2020,212,"32,000.00","55,313.48","Granicus, Inc.",01,ADVERTISED,For Profit
1820442,182044201,CITY COUNCIL,"Hill International, Inc.",General Consultant Services,Rebuild Project Mgr,1/2/2019,1/1/2020,92,0.00,0.00,"Hill International, Inc.",01,ADVERTISED,For Profit
MPXX20000142,MPXX20000142,CITY COUNCIL,"Kennedy Printing Company, Inc",Miscellaneous Order,newsletter production,7/1/2019,6/30/2020,273,"34,000.00","33,950.00","Kennedy Printing Company, Inc",102,EXEMPT,For Profit
1820224,182022402,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,desktop support,7/1/2019,6/30/2020,273,"206,000.00",0.00,Kimmel Group Inc.,01,ADVERTISED,For Profit
MPXX20000115,MPXX20000115,CITY COUNCIL,"Reinvestment Fund, Inc.",Miscellaneous Order,policy research,8/1/2019,6/30/2020,273,"34,000.00",0.00,"Reinvestment Fund, Inc.",102,EXEMPT,Non Profit
1820093,182009301,CITY COUNCIL,"WURD Radio, LLC fka LEVAS Communications, LLC",General Consultant Services,live radio broadcasts,8/1/2018,7/31/2019,0,"70,000.00","70,000.00","WURD Radio, LLC fka LEVAS Communications, LLC",01,ADVERTISED,For Profit
1820093,182009302,CITY COUNCIL,"WURD Radio, LLC fka LEVAS Communications, LLC",General Consultant Services,broadcast services,8/1/2019,7/31/2020,304,"70,000.00",0.00,"WURD Radio, LLC fka LEVAS Communications, LLC",01,ADVERTISED,For Profit
1720649,172064902,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Water/PGW,1/1/2019,12/31/2019,91,0.00,0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1920400,1920400,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,91,"20,000.00",0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1620362,162036203,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,Water FA,1/1/2019,12/31/2019,91,"100,000.00",0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1720201,172020102,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,GO FA,8/1/2018,7/31/2019,0,0.00,0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1720201,172020103,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,GO FA,8/1/2019,7/31/2020,304,0.00,0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1620441,162044103,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Legal Services - TRAN,6/1/2019,5/31/2020,243,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1720658,172065804,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,BC Water and DC PGW,1/1/2019,12/31/2019,91,"100,000.00","85,000.00",Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1920423,1920423,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1920424,1920424,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",01,ADVERTISED,For Profit
1720643,172064302,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel Water,1/1/2019,12/31/2019,91,"200,000.00",0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1920427,1920427,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
1920270,1920270,CITY TREASURER,"BlackRock Capital Management, Inc.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"BlackRock Capital Management, Inc.",01,ADVERTISED,For Profit
1820003,182000302,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Payroll Banking Services,7/1/2019,6/30/2020,273,0.00,0.00,Citizens Bank of Pennsylvania,01,ADVERTISED,For Profit
1820267,182026701,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Pension Banking Services,9/1/2018,8/31/2019,0,0.00,0.00,Citizens Bank of Pennsylvania,01,ADVERTISED,For Profit
1820267,182026702,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Pension Banking Services,9/1/2019,8/31/2020,335,0.00,0.00,Citizens Bank of Pennsylvania,01,ADVERTISED,For Profit
1720683,172068302,CITY TREASURER,Cozen O'Connor,Legal Services,DC - Water & PGW,1/1/2019,12/31/2019,91,0.00,0.00,Cozen O'Connor,01,ADVERTISED,For Profit
1920398,1920398,CITY TREASURER,Cozen O'Connor,Legal Services,BC/DC - GO & Airport,1/1/2019,12/31/2019,91,"150,000.00","24,293.00",Cozen O'Connor,01,ADVERTISED,For Profit
1920404,1920404,CITY TREASURER,Digital Assurance Certification,General Consultant Services,Dissemination Agent,1/1/2019,12/31/2019,91,"16,000.00","7,937.50",Digital Assurance Certification,01,ADVERTISED,For Profit
1620440,162044004,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services - TRAN,6/1/2019,5/31/2020,243,0.00,0.00,Dilworth Paxson LLP,01,ADVERTISED,For Profit
1920333,1920333,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Lending Study Consultant,12/15/2018,12/14/2019,74,"50,269.00","50,269.00","EConsult Solutions, Inc",01,ADVERTISED,For Profit
1720650,172065002,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,PGW Bond Counsel,1/1/2019,12/31/2019,91,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1920426,1920426,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",01,ADVERTISED,For Profit
1920294,1920294,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,9/15/2018,9/14/2019,0,"50,000.00",0.00,"Frasca & Associates, LLC",01,ADVERTISED,For Profit
1920258,1920258,CITY TREASURER,"Garcia Hamilton & Associates, L.P.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"Garcia Hamilton & Associates, L.P.",01,ADVERTISED,For Profit
1720655,172065502,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2019,12/31/2019,91,"100,000.00",0.00,"Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1920401,1920401,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,DC - Airport,1/1/2019,12/31/2019,91,"60,000.00",0.00,"Greenberg Traurig, LLP",01,ADVERTISED,For Profit
1920412,1920412,CITY TREASURER,"Hardwick Law Firm, LLC",Legal Services,BC/DC - GO & Airport,1/1/2019,12/31/2019,91,"20,000.00",0.00,"Hardwick Law Firm, LLC",01,ADVERTISED,Non Profit
1620520,162052003,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2019,6/14/2020,257,"81,000.00","26,000.00",Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1920422,1920422,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,Hawkins Delafield & Wood LLP,01,ADVERTISED,For Profit
1920402,1920402,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,91,"20,000.00",0.00,Kutak Rock LLP,01,ADVERTISED,For Profit
MPXX20000076,MPXX20000076,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,7/1/2019,6/30/2020,273,1.00,0.00,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1920253,1920253,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"PFM Asset Management, LLC",01,ADVERTISED,For Profit
1620364,162036404,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2019,12/31/2019,91,"150,000.00","50,000.00",Public Financial Management Inc,01,ADVERTISED,For Profit
1720216,172021603,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2018,7/31/2019,0,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1720216,172021604,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2019,7/31/2020,304,0.00,0.00,Public Financial Management Inc,01,ADVERTISED,For Profit
1920227,1920227,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,PGW FA,9/15/2018,9/14/2019,0,0.00,0.00,PFM Financial Advisors LLC,01,ADVERTISED,For Profit
1920371,1920371,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"PNC Capital Advisors, LLC",01,ADVERTISED,For Profit
1920257,1920257,CITY TREASURER,Payden & Rygel,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,Payden & Rygel,01,ADVERTISED,For Profit
1720215,172021502,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2018,7/31/2019,0,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1720215,172021503,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2019,7/31/2020,304,0.00,0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1920226,1920226,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Airport & PGW FA,9/15/2018,9/14/2019,0,"50,000.00",0.00,"Phoenix Capital Partners, LLP",01,ADVERTISED,For Profit
1920261,1920261,CITY TREASURER,"Piedmont Investment Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"Piedmont Investment Advisors, LLC",01,ADVERTISED,For Profit
1920293,1920293,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"Ramirez Asset Management, Inc.",01,ADVERTISED,For Profit
1820372,182037201,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Mgmt Software Srvc,1/1/2019,12/31/2019,91,"45,000.00","33,750.00","SS&C Technologies, Inc.",01,ADVERTISED,For Profit
1720651,172065102,CITY TREASURER,Saul Ewing LLP,Legal Services,DC PGW (backup),1/1/2019,12/31/2019,91,0.00,0.00,Saul Ewing LLP,01,ADVERTISED,For Profit
1920399,1920399,CITY TREASURER,Saul Ewing LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,91,"100,000.00","8,039.60",Saul Ewing LLP,01,ADVERTISED,For Profit
1920268,1920268,CITY TREASURER,Smith Graham,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,Smith Graham,01,ADVERTISED,For Profit
1920405,1920405,CITY TREASURER,Squire Patton Boggs (US) LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,91,"10,000.00",0.00,Squire Patton Boggs (US) LLP,01,ADVERTISED,For Profit
1920256,1920256,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,Standish Mellon Asset Management Company LLC,01,ADVERTISED,For Profit
1920269,1920269,CITY TREASURER,Sterling Capital Mangement LLC,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,Sterling Capital Mangement LLC,01,ADVERTISED,For Profit
1920267,1920267,CITY TREASURER,"StoneRidge PMG Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,"StoneRidge PMG Advisors, LLC",01,ADVERTISED,For Profit
1720624,172062402,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2019,12/31/2019,91,"48,000.00","12,000.00","Swap Financial Group, LLC",01,ADVERTISED,For Profit
1920255,1920255,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,0,0.00,0.00,The Swarthmore Group,01,ADVERTISED,For Profit
1720656,172065603,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC PGW and DC Water,1/1/2019,12/31/2019,91,"10,000.00",0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1920425,1920425,CITY TREASURER,"Turner Law, P.C.",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,91,0.00,0.00,"Turner Law, P.C.",01,ADVERTISED,For Profit
1420533,142053305,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2019,9/30/2019,0,0.00,0.00,US Bank National Association,01,ADVERTISED,For Profit
