original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
2020313,2020313,BOARD OF ETHICS,"LRW Solutions Group, Inc.",General Consultant Services,Campaign Finance Support,9/18/2019,9/17/2020,169,"34,000.00","16,000.00","LRW Solutions Group, Inc.",07,EXEMPT,For Profit
MPXX20000028,MPXX20000028,CITY CONTROLLERS OFFICE,CliftonLarsonAllen LLP,Miscellaneous Order,Technical Consultant,7/1/2019,6/30/2020,90,"29,750.00","2,800.00",CliftonLarsonAllen LLP,102,EXEMPT,For Profit
MPXX20000085,MPXX20000085,CITY CONTROLLERS OFFICE,"Desman, Inc..",Miscellaneous Order,Parking Consultant Srvcs.,7/17/2019,6/30/2020,90,"34,000.00",400.00,"Desman, Inc..",102,EXEMPT,For Profit
MPXX20000029,MPXX20000029,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Quality Control Reviews,7/1/2019,6/30/2020,90,"34,000.00","14,800.00",James J. McNichol,102,EXEMPT,For Profit
1920397,192039701,CITY CONTROLLERS OFFICE,"Mitchell & Titus, LLP",Accounting and Auditing Svcs,Peer Review Audit,11/15/2019,5/14/2020,43,0.00,0.00,"Mitchell & Titus, LLP",01,ADVERTISED,For Profit
1920662,192066201,CITY CONTROLLERS OFFICE,UNITARY,Accounting and Auditing Svcs,Request for Auditing Serv,6/10/2019,6/9/2020,69,"500,000.00","481,418.50",UNITARY,01,ADVERTISED,unknown
MPXX20000034,MPXX20000034,CITY CONTROLLERS OFFICE,YIKES INC,Miscellaneous Order,Monitoring & Website Host,7/1/2019,6/30/2020,90,850.00,850.00,YIKES INC,102,EXEMPT,For Profit
MPXX20000153,MPXX20000153,CITY COUNCIL,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,media relations,8/29/2019,6/30/2020,90,"30,000.00","20,000.00","Ceisler Media & Issue Advocacy, LLC",102,EXEMPT,For Profit
MPXX20000108,MPXX20000108,CITY COUNCIL,"Deaf Hearing Communication Centre, Inc",Miscellaneous Order,interpretation services,7/1/2019,6/30/2020,90,"34,000.00","12,401.41","Deaf Hearing Communication Centre, Inc",102,EXEMPT,Non Profit
MPXX20000114,MPXX20000114,CITY COUNCIL,"EConsult Solutions, Inc",Miscellaneous Order,policy research,8/1/2019,6/30/2020,90,"34,000.00","21,000.00","EConsult Solutions, Inc",102,EXEMPT,For Profit
MPXX20000113,MPXX20000113,CITY COUNCIL,Economy League of Greater Philadelphia,Miscellaneous Order,policy research,8/1/2019,6/30/2020,90,"34,000.00",0.00,Economy League of Greater Philadelphia,102,EXEMPT,Non Profit
MPXX20000183,MPXX20000183,CITY COUNCIL,Eric Auerbach,Miscellaneous Order,consulting services,10/1/2019,6/30/2020,90,"34,000.00","17,777.75",Eric Auerbach,102,EXEMPT,For Profit
1820407,182040701,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,legislative tracking,5/1/2019,4/30/2020,29,"32,000.00","55,313.48","Granicus, Inc.",01,ADVERTISED,For Profit
1820442,182044201,CITY COUNCIL,"Hill International, Inc.",General Consultant Services,Rebuild Project Mgr,1/2/2019,1/1/2020,0,0.00,0.00,"Hill International, Inc.",01,ADVERTISED,For Profit
MPXX20000202,MPXX20000202,CITY COUNCIL,Keel Communications & Government Relations LLC,Miscellaneous Order,communication services,7/1/2019,6/30/2020,90,"17,000.02","16,999.98",Keel Communications & Government Relations LLC,102,EXEMPT,For Profit
MPXX20000142,MPXX20000142,CITY COUNCIL,"Kennedy Printing Company, Inc",Miscellaneous Order,newsletter production,7/1/2019,6/30/2020,90,"34,000.00","33,950.00","Kennedy Printing Company, Inc",102,EXEMPT,For Profit
1820224,182022402,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,desktop support,7/1/2019,6/30/2020,90,"206,000.00","195,613.25",Kimmel Group Inc.,01,ADVERTISED,For Profit
MPXX20000115,MPXX20000115,CITY COUNCIL,"Reinvestment Fund, Inc.",Miscellaneous Order,policy research,8/1/2019,6/30/2020,90,"34,000.00","34,000.00","Reinvestment Fund, Inc.",102,EXEMPT,Non Profit
MPXX20000192,MPXX20000192,CITY COUNCIL,Triad Strategies LLC,Miscellaneous Order,state lobbying services,7/1/2019,6/30/2020,90,"30,000.00","22,500.00",Triad Strategies LLC,102,EXEMPT,For Profit
MPXX20000213,MPXX20000213,CITY COUNCIL,"V. Lamar Wilson Associates, Inc.",Miscellaneous Order,policy research,11/5/2019,6/30/2020,90,"34,000.00",0.00,"V. Lamar Wilson Associates, Inc.",102,EXEMPT,For Profit
1820093,182009302,CITY COUNCIL,"WURD Radio, LLC fka LEVAS Communications, LLC",General Consultant Services,broadcast services,8/1/2019,7/31/2020,121,"70,000.00","35,000.00","WURD Radio, LLC fka LEVAS Communications, LLC",01,ADVERTISED,For Profit
1820461,182046102,CITY REPRESENTATIVE,Greater Philadelphia Film Office Inc.,General Consultant Services,Promotion of Film Industr,7/1/2019,6/30/2020,90,"130,944.00","130,944.00",Greater Philadelphia Film Office Inc.,08,EXEMPT,Non Profit
1820460,182046002,CITY REPRESENTATIVE,Historic Philadelphia Inc.,General Consultant Services,Promotion historic distri,7/1/2019,6/30/2020,90,"162,752.00","162,752.00",Historic Philadelphia Inc.,08,EXEMPT,Non Profit
MPXX20000158,MPXX20000158,CITY TREASURER,AMTEC,Miscellaneous Order,verification Agent,9/6/2019,6/30/2020,90,1.00,0.00,AMTEC,102,EXEMPT,For Profit
1720649,172064903,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel Water/PGW,1/1/2020,12/31/2020,274,0.00,0.00,ANDRE C DASENT P C,01,ADVERTISED,For Profit
1720201,172020103,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,GO FA,8/1/2019,7/31/2020,121,0.00,0.00,"Acacia Financial Group, Inc.",01,ADVERTISED,For Profit
1620441,162044103,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Legal Services - TRAN,6/1/2019,5/31/2020,60,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1720658,172065805,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,BC Water and DC PGW,1/1/2020,12/31/2020,274,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1920423,192042301,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond Counsel  - GO,1/1/2020,12/31/2020,274,0.00,0.00,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1920424,192042401,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,Disclosure Counsel - GO,1/1/2020,12/31/2020,274,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",01,ADVERTISED,For Profit
1720643,172064303,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel Water,1/1/2020,12/31/2020,274,"200,000.00",0.00,Ballard Spahr LLP,01,ADVERTISED,For Profit
