original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520399,1520399,CITY CONTROLLERS OFFICE,CCH Inc,Computer and Information Svcs,Paperless Workflow System,3/31/2015,3/30/2016,0,"223,795.00","223,795.00",CCH Inc,01,ADVERTISED,For Profit
MPXX16000197,MPXX16000197,CITY CONTROLLERS OFFICE,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,Media Consultant,9/8/2015,6/30/2016,90,"30,000.00","20,000.00","Ceisler Media & Issue Advocacy, LLC",102,EXEMPT,For Profit
1620251,1620251,CITY CONTROLLERS OFFICE,CliftonLarsonAllen LLP,Accounting and Auditing Svcs,Technical Consultant,11/16/2015,11/15/2016,228,"28,500.00",0.00,CliftonLarsonAllen LLP,01,ADVERTISED,For Profit
MPXX16000191,MPXX16000191,CITY CONTROLLERS OFFICE,James J. McNichol,Miscellaneous Order,Quality Control Audit Rvw,9/1/2015,6/30/2016,90,"31,875.00","1,575.00",James J. McNichol,102,EXEMPT,For Profit
1320411,132041103,CITY CONTROLLERS OFFICE,LHV Financial Advisors,General Consultant Services,Review of COP's Processes,7/1/2015,6/30/2016,90,"50,000.00",0.00,LHV Financial Advisors,01,ADVERTISED,For Profit
MPXX16000243,MPXX16000243,CITY CONTROLLERS OFFICE,Thomson Reuters Tax & Accounting Inc.,Miscellaneous Order,Slf Stdy Courses/cpe trng,10/15/2015,6/30/2016,90,"14,550.00",0.00,Thomson Reuters Tax & Accounting Inc.,102,EXEMPT,For Profit
MPXX16000145,MPXX16000145,CITY COUNCIL,Aaron Finestone,Miscellaneous Order,legal representation,7/1/2015,6/30/2016,90,"12,500.00","6,108.06",Aaron Finestone,102,EXEMPT,For Profit
MPXX16000207,MPXX16000207,CITY COUNCIL,Eric Auerbach,Miscellaneous Order,legislative drafting svs,9/18/2015,6/30/2016,90,"32,000.00","6,755.00",Eric Auerbach,102,EXEMPT,For Profit
1320781,132078102,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,legislative tracking,6/30/2015,6/29/2016,89,"40,000.00","26,821.32","Granicus, Inc.",01,ADVERTISED,For Profit
1320689,132068902,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,desktop and email support,4/1/2015,3/31/2016,0,"175,000.00","134,625.00",Kimmel Group Inc.,01,ADVERTISED,For Profit
MPXX16000314,MPXX16000314,CITY COUNCIL,Maskar Design Inc,Miscellaneous Order,design of energy campaign,1/10/2016,6/30/2016,90,"15,000.00","12,623.13",Maskar Design Inc,102,EXEMPT,For Profit
MPXX16000285,MPXX16000285,CITY COUNCIL,Roger E. Clark,Miscellaneous Order,energy policy report,12/3/2015,6/30/2016,90,"32,000.00","25,000.00",Roger E. Clark,102,EXEMPT,For Profit
